Time (sec),Usl(m/s),Usg(m/s),Vf,bins,Freq.,PDF,Hl
36.245,0.05,0.047,0.1006,0,0,0,0.8994
36.25,0.05,0.047,0.1,0,0,0,0.9
36.255,0.05,0.047,0.0992,0,0,0,0.9008
36.26,0.05,0.047,0.0984,0,0,0,0.9016
36.265,0.05,0.047,0.098,0,0,0,0.902
36.27,0.05,0.047,0.0975,0,0,0,0.9025
36.275,0.05,0.047,0.0951,0,0,0,0.9049
36.28,0.05,0.047,0.0938,0,0,0,0.9062
36.285,0.05,0.047,0.0929,0,0,0,0.9071
36.29,0.05,0.047,0.091,0,0,0,0.909
36.295,0.05,0.047,0.0911,0,0,0,0.9089
36.3,0.05,0.047,0.0906,0,0,0,0.9094
36.305,0.05,0.047,0.0902,0,0,0,0.9098
36.31,0.05,0.047,0.09,0,0,0,0.91
36.315,0.05,0.047,0.0906,0,0,0,0.9094
36.32,0.05,0.047,0.0911,0,0,0,0.9089
36.325,0.05,0.047,0.0915,0,0,0,0.9085
36.33,0.05,0.047,0.0934,0,0,0,0.9066
36.335,0.05,0.047,0.0937,0,0,0,0.9063
36.34,0.05,0.047,0.0931,0,0,0,0.9069
36.345,0.05,0.047,0.0943,0,0,0,0.9057
36.35,0.05,0.047,0.094,0,0,0,0.906
36.355,0.05,0.047,0.0941,0,0,0,0.9059
36.36,0.05,0.047,0.0941,0,0,0,0.9059
36.365,0.05,0.047,0.0932,0,0,0,0.9068
36.37,0.05,0.047,0.0932,0,0,0,0.9068
36.375,0.05,0.047,0.0934,0,0,0,0.9066
36.38,0.05,0.047,0.0926,0,0,0,0.9074
36.385,0.05,0.047,0.0931,0,0,0,0.9069
36.39,0.05,0.047,0.0926,0,0,0,0.9074
36.395,0.05,0.047,0.0925,0,0,0,0.9075
36.4,0.05,0.047,0.0928,0,0,0,0.9072
36.405,0.05,0.047,0.0924,0,0,0,0.9076
36.41,0.05,0.047,0.0925,0,0,0,0.9075
36.415,0.05,0.047,0.0937,0,0,0,0.9063
36.42,0.05,0.047,0.0935,0,0,0,0.9065
36.425,0.05,0.047,0.0935,0,0,0,0.9065
36.43,0.05,0.047,0.0937,0,0,0,0.9063
36.435,0.05,0.047,0.0953,0,0,0,0.9047
36.44,0.05,0.047,0.0948,0,0,0,0.9052
36.445,0.05,0.047,0.0956,0,0,0,0.9044
36.45,0.05,0.047,0.0967,0,0,0,0.9033
36.455,0.05,0.047,0.0973,0,0,0,0.9027
36.46,0.05,0.047,0.0975,0,0,0,0.9025
36.465,0.05,0.047,0.1,0,0,0,0.9
36.47,0.05,0.047,0.1006,0,0,0,0.8994
36.475,0.05,0.047,0.1027,0,0,0,0.8973
36.48,0.05,0.047,0.1061,0,0,0,0.8939
36.485,0.05,0.047,0.1091,0,0,0,0.8909
36.49,0.05,0.047,0.1133,0,0,0,0.8867
36.495,0.05,0.047,0.1184,0,0,0,0.8816
36.5,0.05,0.047,0.1244,0,0,0,0.8756
36.505,0.05,0.047,0.1328,0,0,0,0.8672
36.51,0.05,0.047,0.1422,0,0,0,0.8578
36.515,0.05,0.047,0.1563,0,0,0,0.8437
36.52,0.05,0.047,0.1743,0,0,0,0.8257
36.525,0.05,0.047,0.194,0,0,0,0.806
36.53,0.05,0.047,0.2158,0,0,0,0.7842
36.535,0.05,0.047,0.2397,0,0,0,0.7603
36.54,0.05,0.047,0.2651,0,0,0,0.7349
36.545,0.05,0.047,0.2923,0,0,0,0.7077
36.55,0.05,0.047,0.3189,0,0,0,0.6811
36.555,0.05,0.047,0.347,0,0,0,0.653
36.56,0.05,0.047,0.3762,0,0,0,0.6238
36.565,0.05,0.047,0.3995,0,0,0,0.6005
36.57,0.05,0.047,0.4211,0,0,0,0.5789
36.575,0.05,0.047,0.4386,0,0,0,0.5614
36.58,0.05,0.047,0.4543,0,0,0,0.5457
36.585,0.05,0.047,0.4673,0,0,0,0.5327
36.59,0.05,0.047,0.4775,0,0,0,0.5225
36.595,0.05,0.047,0.4866,0,0,0,0.5134
36.6,0.05,0.047,0.4952,0,0,0,0.5048
36.605,0.05,0.047,0.4999,0,0,0,0.5001
36.61,0.05,0.047,0.4986,0,0,0,0.5014
36.615,0.05,0.047,0.4941,0,0,0,0.5059
36.62,0.05,0.047,0.477,0,0,0,0.523
36.625,0.05,0.047,0.4518,0,0,0,0.5482
36.63,0.05,0.047,0.4184,0,0,0,0.5816
36.635,0.05,0.047,0.3841,0,0,0,0.6159
36.64,0.05,0.047,0.3467,0,0,0,0.6533
36.645,0.05,0.047,0.3147,0,0,0,0.6853
36.65,0.05,0.047,0.2824,0,0,0,0.7176
36.655,0.05,0.047,0.2537,0,0,0,0.7463
36.66,0.05,0.047,0.227,0,0,0,0.773
36.665,0.05,0.047,0.2009,0,0,0,0.7991
36.67,0.05,0.047,0.1757,0,0,0,0.8243
36.675,0.05,0.047,0.1549,0,0,0,0.8451
36.68,0.05,0.047,0.1352,0,0,0,0.8648
36.685,0.05,0.047,0.1245,0,0,0,0.8755
36.69,0.05,0.047,0.1147,0,0,0,0.8853
36.695,0.05,0.047,0.1076,0,0,0,0.8924
36.7,0.05,0.047,0.1006,0,0,0,0.8994
36.705,0.05,0.047,0.0959,0,0,0,0.9041
36.71,0.05,0.047,0.0911,0,0,0,0.9089
36.715,0.05,0.047,0.0897,0,0,0,0.9103
36.72,0.05,0.047,0.0882,0,0,0,0.9118
36.725,0.05,0.047,0.0903,0,0,0,0.9097
36.73,0.05,0.047,0.0912,0,0,0,0.9088
36.735,0.05,0.047,0.0944,0,0,0,0.9056
36.74,0.05,0.047,0.0955,0,0,0,0.9045
36.745,0.05,0.047,0.0977,0,0,0,0.9023
36.75,0.05,0.047,0.1,0,0,0,0.9
36.755,0.05,0.047,0.1029,0,0,0,0.8971
36.76,0.05,0.047,0.1059,0,0,0,0.8941
36.765,0.05,0.047,0.1097,0,0,0,0.8903
36.77,0.05,0.047,0.112,0,0,0,0.888
36.775,0.05,0.047,0.1149,0,0,0,0.8851
36.78,0.05,0.047,0.1175,0,0,0,0.8825
36.785,0.05,0.047,0.1204,0,0,0,0.8796
36.79,0.05,0.047,0.1222,0,0,0,0.8778
36.795,0.05,0.047,0.1251,0,0,0,0.8749
36.8,0.05,0.047,0.1248,0,0,0,0.8752
36.805,0.05,0.047,0.1249,0,0,0,0.8751
36.81,0.05,0.047,0.124,0,0,0,0.876
36.815,0.05,0.047,0.1245,0,0,0,0.8755
36.82,0.05,0.047,0.1233,0,0,0,0.8767
36.825,0.05,0.047,0.1238,0,0,0,0.8762
36.83,0.05,0.047,0.1225,0,0,0,0.8775
36.835,0.05,0.047,0.1224,0,0,0,0.8776
36.84,0.05,0.047,0.1219,0,0,0,0.8781
36.845,0.05,0.047,0.1215,0,0,0,0.8785
36.85,0.05,0.047,0.1196,0,0,0,0.8804
36.855,0.05,0.047,0.1204,0,0,0,0.8796
36.86,0.05,0.047,0.1178,0,0,0,0.8822
36.865,0.05,0.047,0.1169,0,0,0,0.8831
36.87,0.05,0.047,0.1143,0,0,0,0.8857
36.875,0.05,0.047,0.114,0,0,0,0.886
36.88,0.05,0.047,0.1123,0,0,0,0.8877
36.885,0.05,0.047,0.1122,0,0,0,0.8878
36.89,0.05,0.047,0.1099,0,0,0,0.8901
36.895,0.05,0.047,0.11,0,0,0,0.89
36.9,0.05,0.047,0.1086,0,0,0,0.8914
36.905,0.05,0.047,0.1083,0,0,0,0.8917
36.91,0.05,0.047,0.1068,0,0,0,0.8932
36.915,0.05,0.047,0.1075,0,0,0,0.8925
36.92,0.05,0.047,0.1059,0,0,0,0.8941
36.925,0.05,0.047,0.1056,0,0,0,0.8944
36.93,0.05,0.047,0.1036,0,0,0,0.8964
36.935,0.05,0.047,0.1046,0,0,0,0.8954
36.94,0.05,0.047,0.1019,0,0,0,0.8981
36.945,0.05,0.047,0.1023,0,0,0,0.8977
36.95,0.05,0.047,0.1015,0,0,0,0.8985
36.955,0.05,0.047,0.1015,0,0,0,0.8985
36.96,0.05,0.047,0.101,0,0,0,0.899
36.965,0.05,0.047,0.1008,0,0,0,0.8992
36.97,0.05,0.047,0.1002,0,0,0,0.8998
36.975,0.05,0.047,0.1019,0,0,0,0.8981
36.98,0.05,0.047,0.1002,0,0,0,0.8998
36.985,0.05,0.047,0.1018,0,0,0,0.8982
36.99,0.05,0.047,0.1017,0,0,0,0.8983
36.995,0.05,0.047,0.1026,0,0,0,0.8974
37,0.05,0.047,0.1026,0,0,0,0.8974
37.005,0.05,0.047,0.1049,0,0,0,0.8951
37.01,0.05,0.047,0.104,0,0,0,0.896
37.015,0.05,0.047,0.1072,0,0,0,0.8928
37.02,0.05,0.047,0.1078,0,0,0,0.8922
37.025,0.05,0.047,0.1116,0,0,0,0.8884
37.03,0.05,0.047,0.112,0,0,0,0.888
37.035,0.05,0.047,0.1171,0,0,0,0.8829
37.04,0.05,0.047,0.1199,0,0,0,0.8801
37.045,0.05,0.047,0.1229,0,0,0,0.8771
37.05,0.05,0.047,0.1232,0,0,0,0.8768
37.055,0.05,0.047,0.1259,0,0,0,0.8741
37.06,0.05,0.047,0.1255,0,0,0,0.8745
37.065,0.05,0.047,0.1265,0,0,0,0.8735
37.07,0.05,0.047,0.1255,0,0,0,0.8745
37.075,0.05,0.047,0.126,0,0,0,0.874
37.08,0.05,0.047,0.1236,0,0,0,0.8764
37.085,0.05,0.047,0.1229,0,0,0,0.8771
37.09,0.05,0.047,0.1199,0,0,0,0.8801
37.095,0.05,0.047,0.1191,0,0,0,0.8809
37.1,0.05,0.047,0.1167,0,0,0,0.8833
37.105,0.05,0.047,0.1163,0,0,0,0.8837
37.11,0.05,0.047,0.1144,0,0,0,0.8856
37.115,0.05,0.047,0.1143,0,0,0,0.8857
37.12,0.05,0.047,0.1117,0,0,0,0.8883
37.125,0.05,0.047,0.11,0,0,0,0.89
37.13,0.05,0.047,0.1072,0,0,0,0.8928
37.135,0.05,0.047,0.1073,0,0,0,0.8927
37.14,0.05,0.047,0.1053,0,0,0,0.8947
37.145,0.05,0.047,0.1066,0,0,0,0.8934
37.15,0.05,0.047,0.1051,0,0,0,0.8949
37.155,0.05,0.047,0.1059,0,0,0,0.8941
37.16,0.05,0.047,0.1054,0,0,0,0.8946
37.165,0.05,0.047,0.1059,0,0,0,0.8941
37.17,0.05,0.047,0.105,0,0,0,0.895
37.175,0.05,0.047,0.106,0,0,0,0.894
37.18,0.05,0.047,0.1043,0,0,0,0.8957
37.185,0.05,0.047,0.1051,0,0,0,0.8949
37.19,0.05,0.047,0.1031,0,0,0,0.8969
37.195,0.05,0.047,0.1038,0,0,0,0.8962
37.2,0.05,0.047,0.1026,0,0,0,0.8974
37.205,0.05,0.047,0.1034,0,0,0,0.8966
37.21,0.05,0.047,0.102,0,0,0,0.898
37.215,0.05,0.047,0.1026,0,0,0,0.8974
37.22,0.05,0.047,0.1016,0,0,0,0.8984
37.225,0.05,0.047,0.104,0,0,0,0.896
37.23,0.05,0.047,0.1027,0,0,0,0.8973
37.235,0.05,0.047,0.1059,0,0,0,0.8941
37.24,0.05,0.047,0.1055,0,0,0,0.8945
37.245,0.05,0.047,0.1083,0,0,0,0.8917
37.25,0.05,0.047,0.109,0,0,0,0.891
37.255,0.05,0.047,0.1125,0,0,0,0.8875
37.26,0.05,0.047,0.1143,0,0,0,0.8857
37.265,0.05,0.047,0.1189,0,0,0,0.8811
37.27,0.05,0.047,0.1226,0,0,0,0.8774
37.275,0.05,0.047,0.1304,0,0,0,0.8696
37.28,0.05,0.047,0.1375,0,0,0,0.8625
37.285,0.05,0.047,0.1465,0,0,0,0.8535
37.29,0.05,0.047,0.1569,0,0,0,0.8431
37.295,0.05,0.047,0.1714,0,0,0,0.8286
37.3,0.05,0.047,0.1865,0,0,0,0.8135
37.305,0.05,0.047,0.2056,0,0,0,0.7944
37.31,0.05,0.047,0.2245,0,0,0,0.7755
37.315,0.05,0.047,0.2482,0,0,0,0.7518
37.32,0.05,0.047,0.271,0,0,0,0.729
37.325,0.05,0.047,0.2932,0,0,0,0.7068
37.33,0.05,0.047,0.3122,0,0,0,0.6878
37.335,0.05,0.047,0.3328,0,0,0,0.6672
37.34,0.05,0.047,0.3502,0,0,0,0.6498
37.345,0.05,0.047,0.3679,0,0,0,0.6321
37.35,0.05,0.047,0.3812,0,0,0,0.6188
37.355,0.05,0.047,0.3939,0,0,0,0.6061
37.36,0.05,0.047,0.4041,0,0,0,0.5959
37.365,0.05,0.047,0.4124,0,0,0,0.5876
37.37,0.05,0.047,0.4159,0,0,0,0.5841
37.375,0.05,0.047,0.4184,0,0,0,0.5816
37.38,0.05,0.047,0.414,0,0,0,0.586
37.385,0.05,0.047,0.4093,0,0,0,0.5907
37.39,0.05,0.047,0.397,0,0,0,0.603
37.395,0.05,0.047,0.3857,0,0,0,0.6143
37.4,0.05,0.047,0.3658,0,0,0,0.6342
37.405,0.05,0.047,0.3478,0,0,0,0.6522
37.41,0.05,0.047,0.3263,0,0,0,0.6737
37.415,0.05,0.047,0.3093,0,0,0,0.6907
37.42,0.05,0.047,0.2915,0,0,0,0.7085
37.425,0.05,0.047,0.2756,0,0,0,0.7244
37.43,0.05,0.047,0.2571,0,0,0,0.7429
37.435,0.05,0.047,0.2426,0,0,0,0.7574
37.44,0.05,0.047,0.2228,0,0,0,0.7772
37.445,0.05,0.047,0.2083,0,0,0,0.7917
37.45,0.05,0.047,0.1898,0,0,0,0.8102
37.455,0.05,0.047,0.1759,0,0,0,0.8241
37.46,0.05,0.047,0.1592,0,0,0,0.8408
37.465,0.05,0.047,0.146,0,0,0,0.854
37.47,0.05,0.047,0.1323,0,0,0,0.8677
37.475,0.05,0.047,0.1249,0,0,0,0.8751
37.48,0.05,0.047,0.1183,0,0,0,0.8817
37.485,0.05,0.047,0.1162,0,0,0,0.8838
37.49,0.05,0.047,0.112,0,0,0,0.888
37.495,0.05,0.047,0.1116,0,0,0,0.8884
37.5,0.05,0.047,0.1077,0,0,0,0.8923
37.505,0.05,0.047,0.1083,0,0,0,0.8917
37.51,0.05,0.047,0.1066,0,0,0,0.8934
37.515,0.05,0.047,0.1099,0,0,0,0.8901
37.52,0.05,0.047,0.1079,0,0,0,0.8921
37.525,0.05,0.047,0.11,0,0,0,0.89
37.53,0.05,0.047,0.1071,0,0,0,0.8929
37.535,0.05,0.047,0.1084,0,0,0,0.8916
37.54,0.05,0.047,0.1063,0,0,0,0.8937
37.545,0.05,0.047,0.1067,0,0,0,0.8933
37.55,0.05,0.047,0.1061,0,0,0,0.8939
37.555,0.05,0.047,0.1076,0,0,0,0.8924
37.56,0.05,0.047,0.1083,0,0,0,0.8917
37.565,0.05,0.047,0.1106,0,0,0,0.8894
37.57,0.05,0.047,0.1102,0,0,0,0.8898
37.575,0.05,0.047,0.1125,0,0,0,0.8875
37.58,0.05,0.047,0.1117,0,0,0,0.8883
37.585,0.05,0.047,0.1145,0,0,0,0.8855
37.59,0.05,0.047,0.1133,0,0,0,0.8867
37.595,0.05,0.047,0.1156,0,0,0,0.8844
37.6,0.05,0.047,0.115,0,0,0,0.885
37.605,0.05,0.047,0.1164,0,0,0,0.8836
37.61,0.05,0.047,0.1149,0,0,0,0.8851
37.615,0.05,0.047,0.1171,0,0,0,0.8829
37.62,0.05,0.047,0.1139,0,0,0,0.8861
37.625,0.05,0.047,0.1141,0,0,0,0.8859
37.63,0.05,0.047,0.1105,0,0,0,0.8895
37.635,0.05,0.047,0.1113,0,0,0,0.8887
37.64,0.05,0.047,0.1087,0,0,0,0.8913
37.645,0.05,0.047,0.1078,0,0,0,0.8922
37.65,0.05,0.047,0.1043,0,0,0,0.8957
37.655,0.05,0.047,0.1049,0,0,0,0.8951
37.66,0.05,0.047,0.1029,0,0,0,0.8971
37.665,0.05,0.047,0.1032,0,0,0,0.8968
37.67,0.05,0.047,0.1024,0,0,0,0.8976
37.675,0.05,0.047,0.1055,0,0,0,0.8945
37.68,0.05,0.047,0.1054,0,0,0,0.8946
37.685,0.05,0.047,0.109,0,0,0,0.891
37.69,0.05,0.047,0.109,0,0,0,0.891
37.695,0.05,0.047,0.1118,0,0,0,0.8882
37.7,0.05,0.047,0.1126,0,0,0,0.8874
37.705,0.05,0.047,0.1162,0,0,0,0.8838
37.71,0.05,0.047,0.1162,0,0,0,0.8838
37.715,0.05,0.047,0.1183,0,0,0,0.8817
37.72,0.05,0.047,0.1171,0,0,0,0.8829
37.725,0.05,0.047,0.1178,0,0,0,0.8822
37.73,0.05,0.047,0.116,0,0,0,0.884
37.735,0.05,0.047,0.1173,0,0,0,0.8827
37.74,0.05,0.047,0.1148,0,0,0,0.8852
37.745,0.05,0.047,0.1147,0,0,0,0.8853
37.75,0.05,0.047,0.1119,0,0,0,0.8881
37.755,0.05,0.047,0.1121,0,0,0,0.8879
37.76,0.05,0.047,0.1091,0,0,0,0.8909
37.765,0.05,0.047,0.1086,0,0,0,0.8914
37.77,0.05,0.047,0.1059,0,0,0,0.8941
37.775,0.05,0.047,0.106,0,0,0,0.894
37.78,0.05,0.047,0.103,0,0,0,0.897
37.785,0.05,0.047,0.1019,0,0,0,0.8981
37.79,0.05,0.047,0.0994,0,0,0,0.9006
37.795,0.05,0.047,0.0989,0,0,0,0.9011
37.8,0.05,0.047,0.0962,0,0,0,0.9038
37.805,0.05,0.047,0.0972,0,0,0,0.9028
37.81,0.05,0.047,0.095,0,0,0,0.905
37.815,0.05,0.047,0.0955,0,0,0,0.9045
37.82,0.05,0.047,0.0935,0,0,0,0.9065
37.825,0.05,0.047,0.0941,0,0,0,0.9059
37.83,0.05,0.047,0.0908,0,0,0,0.9092
37.835,0.05,0.047,0.0915,0,0,0,0.9085
37.84,0.05,0.047,0.0894,0,0,0,0.9106
37.845,0.05,0.047,0.09,0,0,0,0.91
37.85,0.05,0.047,0.0878,0,0,0,0.9122
37.855,0.05,0.047,0.0896,0,0,0,0.9104
37.86,0.05,0.047,0.0873,0,0,0,0.9127
37.865,0.05,0.047,0.0892,0,0,0,0.9108
37.87,0.05,0.047,0.0884,0,0,0,0.9116
37.875,0.05,0.047,0.0897,0,0,0,0.9103
37.88,0.05,0.047,0.0884,0,0,0,0.9116
37.885,0.05,0.047,0.0899,0,0,0,0.9101
37.89,0.05,0.047,0.0875,0,0,0,0.9125
37.895,0.05,0.047,0.0903,0,0,0,0.9097
37.9,0.05,0.047,0.0886,0,0,0,0.9114
37.905,0.05,0.047,0.0907,0,0,0,0.9093
37.91,0.05,0.047,0.089,0,0,0,0.911
37.915,0.05,0.047,0.0909,0,0,0,0.9091
37.92,0.05,0.047,0.0894,0,0,0,0.9106
37.925,0.05,0.047,0.0911,0,0,0,0.9089
37.93,0.05,0.047,0.0906,0,0,0,0.9094
37.935,0.05,0.047,0.0918,0,0,0,0.9082
37.94,0.05,0.047,0.0911,0,0,0,0.9089
37.945,0.05,0.047,0.0926,0,0,0,0.9074
37.95,0.05,0.047,0.0912,0,0,0,0.9088
37.955,0.05,0.047,0.0933,0,0,0,0.9067
37.96,0.05,0.047,0.0917,0,0,0,0.9083
37.965,0.05,0.047,0.0944,0,0,0,0.9056
37.97,0.05,0.047,0.0936,0,0,0,0.9064
37.975,0.05,0.047,0.0967,0,0,0,0.9033
37.98,0.05,0.047,0.095,0,0,0,0.905
37.985,0.05,0.047,0.0983,0,0,0,0.9017
37.99,0.05,0.047,0.0972,0,0,0,0.9028
37.995,0.05,0.047,0.0992,0,0,0,0.9008
38,0.05,0.047,0.0997,0,0,0,0.9003
38.005,0.05,0.047,0.1024,0,0,0,0.8976
38.01,0.05,0.047,0.1011,0,0,0,0.8989
38.015,0.05,0.047,0.1038,0,0,0,0.8962
38.02,0.05,0.047,0.1038,0,0,0,0.8962
38.025,0.05,0.047,0.1066,0,0,0,0.8934
38.03,0.05,0.047,0.1064,0,0,0,0.8936
38.035,0.05,0.047,0.1088,0,0,0,0.8912
38.04,0.05,0.047,0.1085,0,0,0,0.8915
38.045,0.05,0.047,0.1117,0,0,0,0.8883
38.05,0.05,0.047,0.1111,0,0,0,0.8889
38.055,0.05,0.047,0.114,0,0,0,0.886
38.06,0.05,0.047,0.1152,0,0,0,0.8848
38.065,0.05,0.047,0.1199,0,0,0,0.8801
38.07,0.05,0.047,0.122,0,0,0,0.878
38.075,0.05,0.047,0.1294,0,0,0,0.8706
38.08,0.05,0.047,0.1366,0,0,0,0.8634
38.085,0.05,0.047,0.1481,0,0,0,0.8519
38.09,0.05,0.047,0.159,0,0,0,0.841
38.095,0.05,0.047,0.1759,0,0,0,0.8241
38.1,0.05,0.047,0.1933,0,0,0,0.8067
38.105,0.05,0.047,0.2142,0,0,0,0.7858
38.11,0.05,0.047,0.2366,0,0,0,0.7634
38.115,0.05,0.047,0.2622,0,0,0,0.7378
38.12,0.05,0.047,0.2885,0,0,0,0.7115
38.125,0.05,0.047,0.3146,0,0,0,0.6854
38.13,0.05,0.047,0.3384,0,0,0,0.6616
38.135,0.05,0.047,0.3675,0,0,0,0.6325
38.14,0.05,0.047,0.3933,0,0,0,0.6067
38.145,0.05,0.047,0.4196,0,0,0,0.5804
38.15,0.05,0.047,0.4418,0,0,0,0.5582
38.155,0.05,0.047,0.4656,0,0,0,0.5344
38.16,0.05,0.047,0.4825,0,0,0,0.5175
38.165,0.05,0.047,0.4936,0,0,0,0.5064
38.17,0.05,0.047,0.496,0,0,0,0.504
38.175,0.05,0.047,0.4964,0,0,0,0.5036
38.18,0.05,0.047,0.49,0,0,0,0.51
38.185,0.05,0.047,0.4843,0,0,0,0.5157
38.19,0.05,0.047,0.4762,0,0,0,0.5238
38.195,0.05,0.047,0.4709,0,0,0,0.5291
38.2,0.05,0.047,0.4616,0,0,0,0.5384
38.205,0.05,0.047,0.4539,0,0,0,0.5461
38.21,0.05,0.047,0.443,0,0,0,0.557
38.215,0.05,0.047,0.4323,0,0,0,0.5677
38.22,0.05,0.047,0.4169,0,0,0,0.5831
38.225,0.05,0.047,0.4029,0,0,0,0.5971
38.23,0.05,0.047,0.3822,0,0,0,0.6178
38.235,0.05,0.047,0.3649,0,0,0,0.6351
38.24,0.05,0.047,0.3422,0,0,0,0.6578
38.245,0.05,0.047,0.3237,0,0,0,0.6763
38.25,0.05,0.047,0.2997,0,0,0,0.7003
38.255,0.05,0.047,0.2763,0,0,0,0.7237
38.26,0.05,0.047,0.2497,0,0,0,0.7503
38.265,0.05,0.047,0.2215,0,0,0,0.7785
38.27,0.05,0.047,0.1915,0,0,0,0.8085
38.275,0.05,0.047,0.1642,0,0,0,0.8358
38.28,0.05,0.047,0.1374,0,0,0,0.8626
38.285,0.05,0.047,0.1245,0,0,0,0.8755
38.29,0.05,0.047,0.1116,0,0,0,0.8884
38.295,0.05,0.047,0.104,0,0,0,0.896
38.3,0.05,0.047,0.0974,0,0,0,0.9026
38.305,0.05,0.047,0.0959,0,0,0,0.9041
38.31,0.05,0.047,0.0918,0,0,0,0.9082
38.315,0.05,0.047,0.092,0,0,0,0.908
38.32,0.05,0.047,0.09,0,0,0,0.91
38.325,0.05,0.047,0.0904,0,0,0,0.9096
38.33,0.05,0.047,0.0881,0,0,0,0.9119
38.335,0.05,0.047,0.0896,0,0,0,0.9104
38.34,0.05,0.047,0.0893,0,0,0,0.9107
38.345,0.05,0.047,0.0917,0,0,0,0.9083
38.35,0.05,0.047,0.0911,0,0,0,0.9089
38.355,0.05,0.047,0.0932,0,0,0,0.9068
38.36,0.05,0.047,0.0936,0,0,0,0.9064
38.365,0.05,0.047,0.0961,0,0,0,0.9039
38.37,0.05,0.047,0.0959,0,0,0,0.9041
38.375,0.05,0.047,0.0991,0,0,0,0.9009
38.38,0.05,0.047,0.0989,0,0,0,0.9011
38.385,0.05,0.047,0.1022,0,0,0,0.8978
38.39,0.05,0.047,0.1037,0,0,0,0.8963
38.395,0.05,0.047,0.1093,0,0,0,0.8907
38.4,0.05,0.047,0.1174,0,0,0,0.8826
38.405,0.05,0.047,0.1322,0,0,0,0.8678
38.41,0.05,0.047,0.15,0,0,0,0.85
38.415,0.05,0.047,0.1742,0,0,0,0.8258
38.42,0.05,0.047,0.2023,0,0,0,0.7977
38.425,0.05,0.047,0.2344,0,0,0,0.7656
38.43,0.05,0.047,0.266,0,0,0,0.734
38.435,0.05,0.047,0.3014,0,0,0,0.6986
38.44,0.05,0.047,0.3316,0,0,0,0.6684
38.445,0.05,0.047,0.3584,0,0,0,0.6416
38.45,0.05,0.047,0.377,0,0,0,0.623
38.455,0.05,0.047,0.3895,0,0,0,0.6105
38.46,0.05,0.047,0.3904,0,0,0,0.6096
38.465,0.05,0.047,0.3855,0,0,0,0.6145
38.47,0.05,0.047,0.3701,0,0,0,0.6299
38.475,0.05,0.047,0.3526,0,0,0,0.6474
38.48,0.05,0.047,0.3219,0,0,0,0.6781
38.485,0.05,0.047,0.2934,0,0,0,0.7066
38.49,0.05,0.047,0.2601,0,0,0,0.7399
38.495,0.05,0.047,0.2335,0,0,0,0.7665
38.5,0.05,0.047,0.2096,0,0,0,0.7904
38.505,0.05,0.047,0.1929,0,0,0,0.8071
38.51,0.05,0.047,0.1783,0,0,0,0.8217
38.515,0.05,0.047,0.1711,0,0,0,0.8289
38.52,0.05,0.047,0.1604,0,0,0,0.8396
38.525,0.05,0.047,0.1538,0,0,0,0.8462
38.53,0.05,0.047,0.145,0,0,0,0.855
38.535,0.05,0.047,0.1378,0,0,0,0.8622
38.54,0.05,0.047,0.1304,0,0,0,0.8696
38.545,0.05,0.047,0.1267,0,0,0,0.8733
38.55,0.05,0.047,0.1232,0,0,0,0.8768
38.555,0.05,0.047,0.1216,0,0,0,0.8784
38.56,0.05,0.047,0.1181,0,0,0,0.8819
38.565,0.05,0.047,0.118,0,0,0,0.882
38.57,0.05,0.047,0.1148,0,0,0,0.8852
38.575,0.05,0.047,0.1135,0,0,0,0.8865
38.58,0.05,0.047,0.11,0,0,0,0.89
38.585,0.05,0.047,0.1082,0,0,0,0.8918
38.59,0.05,0.047,0.1059,0,0,0,0.8941
38.595,0.05,0.047,0.1087,0,0,0,0.8913
38.6,0.05,0.047,0.1094,0,0,0,0.8906
38.605,0.05,0.047,0.1142,0,0,0,0.8858
38.61,0.05,0.047,0.1157,0,0,0,0.8843
38.615,0.05,0.047,0.118,0,0,0,0.882
38.62,0.05,0.047,0.1156,0,0,0,0.8844
38.625,0.05,0.047,0.1166,0,0,0,0.8834
38.63,0.05,0.047,0.1148,0,0,0,0.8852
38.635,0.05,0.047,0.1139,0,0,0,0.8861
38.64,0.05,0.047,0.1092,0,0,0,0.8908
38.645,0.05,0.047,0.1064,0,0,0,0.8936
38.65,0.05,0.047,0.102,0,0,0,0.898
38.655,0.05,0.047,0.1013,0,0,0,0.8987
38.66,0.05,0.047,0.0996,0,0,0,0.9004
38.665,0.05,0.047,0.1012,0,0,0,0.8988
38.67,0.05,0.047,0.1004,0,0,0,0.8996
38.675,0.05,0.047,0.103,0,0,0,0.897
38.68,0.05,0.047,0.1036,0,0,0,0.8964
38.685,0.05,0.047,0.1078,0,0,0,0.8922
38.69,0.05,0.047,0.1085,0,0,0,0.8915
38.695,0.05,0.047,0.1111,0,0,0,0.8889
38.7,0.05,0.047,0.1114,0,0,0,0.8886
38.705,0.05,0.047,0.1127,0,0,0,0.8873
38.71,0.05,0.047,0.1111,0,0,0,0.8889
38.715,0.05,0.047,0.1133,0,0,0,0.8867
38.72,0.05,0.047,0.1121,0,0,0,0.8879
38.725,0.05,0.047,0.1147,0,0,0,0.8853
38.73,0.05,0.047,0.1151,0,0,0,0.8849
38.735,0.05,0.047,0.1182,0,0,0,0.8818
38.74,0.05,0.047,0.1199,0,0,0,0.8801
38.745,0.05,0.047,0.1229,0,0,0,0.8771
38.75,0.05,0.047,0.1248,0,0,0,0.8752
